Date,sum_QTY,sum_Freight,sum_LineAmount,no_unique_customers,no_orders,InvoiceCat_DD-SGE,InvoiceCat_SGE,WeekDay_Friday,WeekDay_Monday,WeekDay_Saturday,WeekDay_Thursday,WeekDay_Tuesday,WeekDay_Wednesday,State_AP,State_AS,State_BH,State_CH,State_CT,State_DL,State_DN,State_GA,State_GJ,State_HR,State_JH,State_JK,State_KA,State_KL,State_MH,State_MP,State_OR,State_PB,State_RJ,State_TN,State_TS,State_UP,State_UT,State_WB,mean_sum_QTY,SMA30,CMA30,EMA30,EMA7
2019-07-17,516.0,394.9,103995.91,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,258.0,582.8666666666667,683.5739644970414,688.8905777938156,1012.4660255205538
2019-07-18,504.0,285.0,100800.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.0,543.5333333333333,682.5176470588235,676.9620112657384,885.3495191404154
2019-07-19,12.0,5.89,3240.72,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,524.7666666666667,678.5964912280701,634.0607580700453,667.0121393553114
2019-07-20,96.0,67.47999999999999,25601.69,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48.0,524.4333333333333,675.2093023255813,599.3467987419616,524.2591045164835
2019-07-22,575.0,389.83,112870.0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,287.5,539.1,674.6300578034682,597.776022207996,536.9443283873626
2019-07-24,24.0,0.0,7194.4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.0,539.5666666666667,670.8908045977012,560.757876467662,408.7082462905219
2019-07-25,24.0,16.29,6481.44,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.0,539.7,667.1942857142857,526.128040382854,312.5311847178914
2019-07-26,1044.0,799.9,210742.4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,261.0,533.3,669.3352272727273,559.5394014118256,495.3983885384186
2019-07-27,771.0,69.06,137592.91,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,385.5,557.4666666666667,669.909604519774,573.1821226113994,564.2987914038139
2019-07-29,192.0,143.86,32558.4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0,560.2,667.2247191011236,548.5895557081276,471.2240935528604
2019-07-30,162.0,138.13,42149.36,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.0,564.8,664.4022346368715,523.6481309624103,393.9180701646453
2019-07-31,3156.0,2431.9,630286.9,5,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,631.2,616.8,678.2444444444444,693.4783226458601,1084.4385526234842
2019-08-02,1008.0,851.28,193536.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008.0,644.4,680.0662983425415,713.7701598815727,1065.328914467613
2019-08-03,200.0,0.0,31364.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,649.4,677.4285714285714,680.6235205156438,848.9966858507097
2019-08-06,2016.0,1545.94,395136.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016.0,715.8,684.7431693989071,766.7772732101516,1140.7475143880322
2019-08-08,180.0,0.0,25848.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,670.2333333333333,682.0,728.9204975916423,900.5606357910241
2019-08-13,12.0,6.98,3597.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,670.3,678.3783783783783,682.6673595614196,678.4204768432679
2019-08-16,1032.0,786.47,204157.46,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,516.0,698.2,680.2795698924731,705.2050416649714,766.8153576324509
2019-08-19,604.0,467.01,120200.0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,302.0,691.2666666666667,679.8716577540107,698.6756590966625,726.111518224338
2019-08-20,240.0,184.92,48000.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,240.0,697.9333333333333,677.531914893617,669.083574920695,604.5836386682535
2019-08-21,82.0,74.57,21200.329999999998,3,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.333333333333332,695.7,674.3809523809524,631.207088123336,473.93772900119006
2019-08-23,64.0,7.55,12280.84,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,697.4333333333333,671.1684210526316,594.6129675408542,371.4532967508925
2019-08-26,300.0,176.98,75968.4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300.0,673.0333333333333,669.2251308900524,575.6056234839696,353.58997256316934
2019-08-27,1512.0,1167.3,298368.0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,756.0,719.0333333333333,673.6145833333334,636.0183299007597,643.192479422377
2019-08-29,12.0,6.18,3240.72,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0,712.7666666666667,670.1865284974093,595.7589793263304,485.3943595667827
2019-08-30,1033.0,793.41,207827.43,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,206.6,697.2,672.0567010309278,623.9681452660923,622.2957696750871
2019-08-31,3555.0,2510.29,714565.66,10,12,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,296.25,745.8,686.8410256410257,813.0673999759698,1355.4718272563155
2019-09-02,48.0,45.07,12574.08,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,746.3333333333334,683.5816326530612,763.7081090120906,1028.6038704422365
2019-09-04,504.0,389.83,100800.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,504.0,711.3333333333334,682.6700507614213,746.9527141560962,897.4529028316773
2019-09-05,120.0,75.73,30463.2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120.0,653.2666666666667,679.8282828282828,706.5040774634859,703.0896771237578
2019-09-07,21.0,10.49,4996.89,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0,636.7666666666667,676.5175879396985,662.2779317587255,532.5672578428183
2019-09-08,36.0,10.62,10208.27,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,621.1666666666666,673.315,621.8728387859431,408.4254433821137
2019-09-09,14.0,7.32,4196.73,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,621.2333333333333,670.0348258706467,582.6551771575816,309.81908253658526
2019-09-13,504.0,388.83,100800.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,504.0,634.8333333333334,669.2128712871287,577.5806424420506,358.36431190243894
2019-09-16,100.0,66.53,25322.8,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100.0,619.0,666.4088669950739,546.7689474386324,293.77323392682916
2019-09-17,109.0,16.98,21210.61,3,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.25,621.8333333333334,663.6764705882352,518.5257546799729,247.57992544512186
2019-09-18,20.0,5.45,5229.13,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,621.7,660.5365853658536,486.36276562882705,190.68494408384137
2019-09-20,48.0,33.02,11421.46,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.0,588.5,657.5631067961165,458.0812663307008,155.01370806288102
2019-09-23,800.0,0.0,136000.0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.0,589.4666666666667,658.2512077294685,480.1405617604765,316.2602810471608
2019-09-24,84.0,69.94,21958.059999999998,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,28.0,585.8666666666667,655.4903846153846,454.58308200456503,258.1952107853706
2019-09-25,1032.0,795.36,202272.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1032.0,614.8666666666667,657.2918660287081,491.83581933304697,451.646408089028
2019-09-26,24.0,16.61,6969.6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.0,510.46666666666664,654.2761904761904,461.6528382789158,344.73480606677094
2019-09-30,3784.0,2627.35,760963.86,16,16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,236.5,603.0,669.1090047393365,675.9979823267465,1204.5511045500784
2019-10-01,180.0,0.0,25848.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,602.3333333333334,666.8018867924528,643.998089333538,948.4133284125588
2019-10-05,12.0,8.64,3489.31,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,535.5333333333333,663.7276995305165,603.2239914407303,714.309996309419
2019-10-06,1009.0,768.47,197717.89,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,504.5,563.1666666666666,665.3411214953271,629.4031053524608,787.9824972320644
2019-10-14,504.0,394.83,100800.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,504.0,579.5666666666667,664.5906976744186,621.312577631566,716.9868729240482
2019-10-16,2016.0,1457.3,399168.0,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,504.0,612.3666666666667,670.8472222222222,711.2924612197227,1041.7401546930362
2019-10-18,108.0,87.75,29166.48,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,595.8333333333334,668.2534562211981,672.3703467603606,808.3051160197771
2019-10-19,816.0,206.01,151967.36,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,272.0,615.0333333333333,668.9311926605504,681.6367804976339,810.2288370148328
2019-10-22,600.0,469.8,120000.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,600.0,632.3,668.6164383561644,676.3698890426812,757.6716277611246
2019-10-24,24.0,11.49,6412.82,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0,630.9666666666667,665.6863636363636,634.2814912334259,574.2537208208433
2019-10-26,24.0,14.190000000000001,6837.92,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12.0,621.7666666666667,662.7828054298642,594.9084761595471,436.6902906156325
2019-10-31,6581.0,4779.54,1306379.28,14,14,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,470.07142857142856,790.7333333333333,689.4414414414415,981.1080728169599,1972.7677179617247
2019-11-02,24.0,12.66,3827.63,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,791.1333333333333,686.457399103139,919.3591434285645,1485.5757884712932
2019-11-04,223.0,0.0,35911.92,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.5,764.1333333333333,684.3883928571429,874.4327324688855,1169.9318413534697
2019-11-05,502.0,6.11,86181.56,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,251.0,662.3666666666667,683.5777777777778,850.4048069356367,1002.9488810151023
2019-11-06,9.0,4.43,2697.9,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,661.0666666666667,680.5929203539823,796.1206103948061,754.4616607613266
2019-11-07,12.0,5.32,3143.52,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,644.6666666666666,677.647577092511,745.5321704500568,568.8462455709949
2019-11-09,24.0,14.51,6805.51,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,641.4666666666667,674.780701754386,698.9816962472262,432.6346841782462
2019-11-12,12.0,5.65,3064.93,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,641.1666666666666,671.8864628820961,654.6602861634577,327.4760131336846
2019-11-13,25.0,32.53,7289.869999999999,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12.5,640.8,669.0739130434782,614.0370330411511,251.85700985026344
2019-11-16,673.0,459.89,138674.94,4,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,168.25,662.7666666666667,669.0909090909091,617.8410962011861,357.1427573876976
2019-11-18,216.0,228.62,58255.2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216.0,653.1666666666666,667.1379310344828,591.9158592434458,321.8570680407732
2019-11-20,12.0,7.56,3252.48,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,650.2333333333333,664.3261802575107,554.5019261650135,244.39280103057988
2019-11-21,24.0,19.53,6230.02,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.0,647.4,661.5897435897435,520.2759897318708,189.29460077293487
2019-11-22,241.0,178.30999999999997,42397.520000000004,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120.5,654.7666666666667,659.8,502.2581811293053,202.22095057970117
2019-11-23,874.0,124.07,148476.3,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.5,682.3,660.707627118644,526.241527785555,370.16571293477585
2019-11-26,564.0,436.97999999999996,117383.36,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,188.0,674.4333333333333,660.2995780590717,528.6775585838824,418.62428470108193
2019-11-29,504.0,414.42,123480.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.0,688.4333333333333,659.6428571428571,527.0854578265618,439.96821352581145
2019-11-30,8013.0,5965.16,1795794.35,20,22,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,364.22727272727275,921.1333333333333,690.4100418410042,1010.0477441089203,2333.226160144359
2019-12-03,8.0,4.03,2326.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,920.6,687.5666666666667,945.3994953213175,1751.919620108269
2019-12-04,1008.0,673.8299999999999,201600.0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,336.0,828.0666666666667,688.896265560166,949.4382379813161,1565.939715081202
2019-12-06,342.0,125.1,84264.34,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,85.5,833.4666666666667,687.4628099173553,910.2486704039018,1259.9547863109012
2019-12-12,100.0,63.44,20000.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,836.4,685.0452674897119,857.9745578484107,969.9660897331759
2019-12-13,470.0,177.67,101352.32,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,235.0,818.4333333333333,684.1639344262295,832.943939068511,844.9745672998819
2019-12-17,263.0,141.77,46507.44,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.5,810.4,682.4448979591837,796.1733594073129,699.4809254749114
2019-12-18,448.0,41.28,81728.0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,224.0,758.1333333333333,681.4918699186992,773.710560341992,636.6106941061835
2019-12-19,40.0,19.55,8000.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,755.8666666666667,678.8947368421053,726.3743918384687,487.4580205796376
2019-12-21,1512.0,1200.42,332136.0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.0,779.0666666666667,682.2540322580645,777.0599182713971,743.5935154347281
2019-12-23,4.0,2.0,800.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,759.2,679.5301204819277,727.1850817731249,558.695136576046
2019-12-26,100.0,0.0,16104.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.0,761.7333333333333,677.212,686.7215257868567,444.0213524320345
2019-12-27,180.0,107.17,30523.5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,766.9333333333333,675.2310756972112,654.0298126896661,378.01601432402583
2019-12-28,48.0,14.16,13611.02,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,549.1666666666666,672.7420634920635,614.931113132018,295.51201074301935
2019-12-31,2401.0,1836.92,537338.39,13,13,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,184.69230769230768,628.4,679.5731225296443,730.1613693146021,821.8840080572647
