sum_QTY_before,sum_Freight,sum_LineAmount,Month,no_unique_customers,no_orders,InvoiceCat_DD-SGE,InvoiceCat_SGE,WeekDay_Friday,WeekDay_Monday,WeekDay_Saturday,WeekDay_Thursday,WeekDay_Tuesday,WeekDay_Wednesday,State_AP,State_AS,State_BH,State_CH,State_CT,State_DL,State_DN,State_GA,State_GJ,State_HR,State_JH,State_JK,State_KA,State_KL,State_MH,State_MP,State_OR,State_PB,State_RJ,State_TN,State_TS,State_UP,State_UT,State_WB,EMA30,EMA7,sum_QTY_label,Date_label
84.0,61.58,17014.32,4.0,2,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84.0,84.0,10.0,2018-04-09
10.0,0.0,2932.1,4.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45.76666666666667,41.714285714285715,382.0,2018-04-10
382.0,0.0,58157.7,4.0,2,2,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.39651980747874,188.86486486486487,12.0,2018-04-12
12.0,6.24,2855.36,5.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,123.1301886792453,124.18285714285715,42.0,2018-05-07
42.0,15.0,10662.12,5.0,2,2,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.67110651118344,97.24455825864277,19.0,2018-05-09
19.0,10.92,5524.74,5.0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.91090405246189,73.44817344817345,167.0,2018-05-10
167.0,112.21000000000001,33474.38,5.0,4,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,101.5898784420684,100.43896597872791,616.0,2018-05-11
616.0,445.52,127167.91,6.0,3,3,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,181.85633473690203,243.6683340398474,36.0,2018-06-07
36.0,21.0,9333.36,6.0,2,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161.00574870186904,187.5366182602563,24.0,2018-06-09
24.0,11.54,5710.73,6.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142.84486099691702,144.21274406863077,444.0,2018-06-10
444.0,0.0,116310.24,6.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.22158494754646,222.46453300182193,24.0,2018-06-11
24.0,0.0,6978.61,6.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.92322917997456,171.2253286777639,120.0,2018-06-12
120.0,107.69,31435.2,6.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,157.2581787261258,158.10734920664407,312.0,2018-06-13
312.0,6.0,50090.32,6.0,3,3,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,173.70804020058338,197.27846073380678,72.0,2018-06-14
72.0,59.64,18887.18,6.0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.3296492442189,165.5346382158226,48.0,2018-06-15
48.0,39.93,12574.08,6.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.98692974649492,135.85349657760247,237.0,2018-06-16
237.0,55.86,44151.57,6.0,3,6,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160.07436820291895,161.3316402844732,2532.0,2018-06-18
2532.0,1812.8600000000001,480273.31,6.0,3,3,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,379.01665686033635,757.3589594586813,1957.0,2018-06-19
1957.0,1422.25,377676.15,6.0,7,7,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,520.7352353444676,1058.542709599691,256.0,2018-06-20
256.0,43.2,46603.45,6.0,3,5,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,497.5459273804873,857.2687498155042,1760.0,2018-06-21
1760.0,1004.7900000000001,329716.96,6.0,6,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,605.635249381956,1083.4896080765432,345.0,2018-06-22
345.0,81.46,56438.4,6.0,3,5,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,583.781240970568,898.5372868647546,192.0,2018-06-23
192.0,0.0,30107.52,6.0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.5538196042943,721.6663374580496,515.0,2018-06-26
515.0,40.2,88281.81,6.0,3,3,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,548.5993689761698,669.9478592235884,39.0,2018-06-27
39.0,18.58,6389.84,6.0,1,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.0721058370039,512.0921010995813,504.0,2018-06-28
504.0,357.69,97776.0,6.0,1,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,507.75305017152135,510.0679333690481,400.0,2018-06-30
400.0,273.16,65536.8,7.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.425648169971,482.53929699822874,24.0,2018-07-07
24.0,20.34,6092.64,7.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,463.14680877436325,367.86806701012284,14.0,2018-07-09
14.0,4.3,3457.14,7.0,2,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,429.2727016253788,279.37998040764467,9.0,2018-07-31
9.0,0.0,2878.65,8.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.91809313790066,211.7729118941281,4080.0,2018-08-06
4080.0,2916.9300000000003,776858.54,8.0,6,6,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,669.877378977839,1178.9592255357015,10.0,2018-08-12
10.0,0.0,2929.59,8.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,621.5899086982736,886.6900600051353,1008.0,2018-08-18
1008.0,505.0,189504.0,8.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.6232422899997,917.0198300280791,8400.0,2018-08-20
8400.0,6303.354,1608577.0,8.0,21,23,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1207.4184467084242,2787.870583987782,424.0,2018-08-21
424.0,328.47,110536.44,8.0,4,4,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1151.4529255726882,2196.8778926856107,492.0,2018-08-22
492.0,73.16,91713.3,8.0,4,5,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1104.6670282567102,1770.6448722196492,1789.0,2018-08-23
1789.0,883.4300000000001,327397.55,8.0,5,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1152.9078705364304,1775.2337635539552,2036.0,2018-08-24
2036.0,1093.46,371879.83999999997,8.0,5,5,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1214.7900121685157,1840.426488205355,220.0,2018-08-25
220.0,10.0,36440.7,8.0,4,5,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1145.4660303552064,1435.31443409552,46.0,2018-08-28
46.0,0.0,7213.26,8.0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1069.2416359339059,1087.9823325967818,12.0,2018-08-29
12.0,6.0,3046.32,8.0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,996.2956452852568,818.984720549541,392.0,2018-08-30
392.0,0.0,61469.52,8.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,954.7873238308151,712.237936563836,60.0,2018-08-31
60.0,7.67,10382.11,9.0,2,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.5808799870068,549.1777606202093,3204.0,2018-09-06
3204.0,2409.4,621540.72,9.0,3,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1051.0093126098814,1212.885432360667,12.0,2018-09-07
12.0,7.0,3489.31,9.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.4683275749885,912.6633577980851,12.0,2018-09-26
12.0,6.0,3489.31,9.0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,914.9378076413818,687.4971153333913,5653.0,2018-09-27
5653.0,3423.2400000000002,1054029.59,9.0,14,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1234.5283784453782,1928.87450291521,2658.0,2018-09-28
2658.0,1776.92,554223.73,9.0,16,17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1330.26298548101,2111.1560607063966,51.0,2018-09-30
51.0,0.0,7997.81,10.0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1244.4619703274298,1596.1166566258396,2.0,2018-10-07
2.0,0.0,563.57,10.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1161.3415574429735,1197.5872667735555,50.0,2018-10-08
50.0,0.0,7840.5,10.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087.1698675178038,910.6903282232046,10.0,2018-10-10
10.0,0.0,2932.1,10.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1015.4383896167523,685.5176744373189,504.0,2018-10-15
504.0,353.68,97776.0,10.0,1,2,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,981.4509798466448,640.1382449860743,5036.0,2018-10-16
5036.0,3076.6,943269.0,10.0,6,6,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1250.3729393142646,1739.1038806606932,48.0,2018-10-17
48.0,50.16,12259.73,10.0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1170.768441904643,1316.3278536783184,564.0,2018-10-18
564.0,380.31,113525.04,10.0,3,3,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1130.6644093724528,1128.245871301375,12.0,2018-10-20
12.0,8.0,2855.36,10.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1056.8434032602665,849.1843823804294,516.0,2018-10-23
516.0,353.69,101265.31,10.0,2,2,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1021.2055183891474,765.888282062757,1572.0,2018-10-24
1572.0,1112.18,311061.60000000003,10.0,4,4,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1057.4492023901778,967.4162201164556,20.0,2018-10-27
20.0,7.17,5077.2,10.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,989.2701018527424,730.5621575336955,18.0,2018-10-29
18.0,0.0,2822.58,10.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,925.516784440921,552.4216138893863,10.0,2018-10-31
10.0,78.0,1568.2,11.0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865.4904750395409,416.81620798441384,3044.0,2018-11-06
3044.0,2171.12,583119.04,11.0,6,6,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1008.1757973900778,1073.6121648250094,120.0,2018-11-07
120.0,0.0,18817.2,11.0,1,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,950.0601477515048,835.2091212131058,12.0,2018-11-09
12.0,6.32,3143.52,11.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888.7366365608227,629.4068393523141,212.0,2018-11-10
212.0,139.66,46666.799999999996,11.0,2,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,844.5344068426214,525.0551289219339,12.0,2018-11-12
12.0,5.18,2999.44,11.0,2,2,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,790.1994759949038,396.7913461454303,12.0,2018-11-13
12.0,0.0,3838.2,11.0,1,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.4486662922112,300.59350930193636,1128.0,2018-11-15
1128.0,861.9100000000001,222991.2,11.0,2,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,764.7705925503573,507.4451324717726,1152.0,2018-11-16
1152.0,901.3499999999999,227800.37,11.0,2,2,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,789.9898762686184,668.5838496432226,1008.0,2018-11-17
1008.0,764.42,196560.0,11.0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,804.1796556378528,753.4378873467106,504.0,2018-11-19
504.0,250.75,97776.0,11.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,784.6528108759368,691.078415447037,684.0,2018-11-20
684.0,401.69,123624.0,11.0,2,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,778.108789606127,689.308811583937,1004.0,2018-11-22
1004.0,299.27,176181.0,11.0,2,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,792.7879489376387,767.981608732658,30.0,2018-11-23
30.0,14.32,7989.78,11.0,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,743.242607364696,583.4862064708649,2205.0,2018-11-24
2205.0,0.0,347343.29999999993,11.0,2,6,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838.1466313363871,988.8646549827222,100.0,2018-11-28
100.0,0.0,15681.0,11.0,1,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790.242319374114,766.6484911837705,509.0,2018-11-29
509.0,0.0,79816.29000000001,11.0,1,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.9971970028555,702.2363683762469,700.0,2018-11-30
700.0,363.36,144859.26,12.0,5,5,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,767.3281676839674,701.6772762821098,1008.0,2018-12-06
1008.0,717.08,189504.0,12.0,1,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782.9305615018029,778.2579572193273,210.0,2018-12-11
210.0,108.14000000000001,53958.6,12.0,2,3,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,745.7999312676712,636.1934679037197,539.0,2018-12-13
539.0,350.89,110763.94,12.0,3,3,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,732.4015025134171,611.8951009264075,24.0,2018-12-15
