Date,InvoiceId,Qty,Freight,LineAmount1,InvoiceCat,CustomerName,State,City,Year,Month,Day,Y-M,WeekDay
2018-09-28,SGE-1819/6328,144.0,107.63,34264.37,SGE-1819,Customer 53,PB,LUDHIANA,2018,09,28,2018-09,Friday
2018-09-28,SGE-1819/6321,12.0,7.74,3489.31,SGE-1819,Customer 90,MH,MUMBAI,2018,09,28,2018-09,Friday
2018-09-28,SGE-1819/6323,12.0,6.0,2855.36,SGE-1819,Customer 53,PB,LUDHIANA,2018,09,28,2018-09,Friday
2018-09-28,SGE-1819/6317,100.0,80.24,29077.56,SGE-1819,Customer 77,JH,JAMSHEDPUR,2018,09,28,2018-09,Friday
2018-09-28,SGE-1819/6327,504.0,353.69,97776.0,SGE-1819,Customer 64,TS,SECUNDRABAD,2018,09,28,2018-09,Friday
2018-09-28,SGE-1819/6313,50.0,38.85,13316.3,SGE-1819,Customer 48,UP,SONEBHANDRA,2018,09,28,2018-09,Friday
2018-09-28,SGE-1819/6329,50.0,39.08,13534.6,SGE-1819,Customer 126,CT,RAIGARH,2018,09,28,2018-09,Friday
2018-09-30,DD-1819/482,1.0,0.0,156.81,DD-1819,Customer 30,GJ,AHMEDABAD,2018,09,30,2018-09,Sunday
2018-09-30,DD-1819/484,50.0,0.0,7841.0,DD-1819,Customer 129,MH,PATALGANGA,2018,09,30,2018-09,Sunday
2018-10-07,SGE-1819/3678,2.0,0.0,563.57,SGE-1819,Customer 70,JH,JAMSHEDPUR,2018,10,07,2018-10,Sunday
2018-10-08,DD-1819/348,50.0,0.0,7840.5,DD-1819,Customer 1,GJ,JAMNAGAR,2018,10,08,2018-10,Monday
2018-10-10,SGE-1819/6763,10.0,0.0,2932.1,SGE-1819,Customer 112,MP,KATNI,2018,10,10,2018-10,Wednesday
2018-10-15,SGE-1819/6955,252.0,176.84,48888.0,SGE-1819,Customer 52,MH,MUMBAI,2018,10,15,2018-10,Monday
2018-10-15,SGE-1819/6956,252.0,176.84,48888.0,SGE-1819,Customer 52,MH,MUMBAI,2018,10,15,2018-10,Monday
2018-10-16,SGE-1819/6974,504.0,353.69,97776.0,SGE-1819,Customer 20,GJ,AHMEDABAD,2018,10,16,2018-10,Tuesday
2018-10-16,SGE-1819/7007,504.0,364.51,97776.0,SGE-1819,Customer 136,DN,SILVASSA,2018,10,16,2018-10,Tuesday
2018-10-16,SGE-1819/7017,2520.0,1752.71,473760.0,SGE-1819,Customer 4,RJ,JAIPUR,2018,10,16,2018-10,Tuesday
2018-10-16,SGE-1819/6975,504.0,353.69,97776.0,SGE-1819,Customer 16,MP,BHOPAL,2018,10,16,2018-10,Tuesday
2018-10-16,SGE-1819/6988,504.0,252.0,97776.0,SGE-1819,Customer 63,GJ,VERAVAL,2018,10,16,2018-10,Tuesday
2018-10-16,DD-1819/507,500.0,0.0,78405.0,DD-1819,Customer 46,GJ,BHARUCH,2018,10,16,2018-10,Tuesday
2018-10-17,SGE-1819/7054,48.0,50.16,12259.73,SGE-1819,Customer 39,UP,MEERUT,2018,10,17,2018-10,Wednesday
2018-10-18,SGE-1819/7096,12.0,0.0,3489.31,SGE-1819,Customer 137,MH,PUNE,2018,10,18,2018-10,Thursday
2018-10-18,SGE-1819/7089,504.0,353.69,97776.0,SGE-1819,Customer 138,MH,NASHIK,2018,10,18,2018-10,Thursday
2018-10-18,SGE-1819/7074,48.0,26.62,12259.73,SGE-1819,Customer 39,UP,MEERUT,2018,10,18,2018-10,Thursday
2018-10-20,SGE-1819/7134,12.0,8.0,2855.36,SGE-1819,Customer 53,PB,LUDHIANA,2018,10,20,2018-10,Saturday
2018-10-23,SGE-1819/7251,504.0,353.69,97776.0,SGE-1819,Customer 22,GJ,VADODARA,2018,10,23,2018-10,Tuesday
2018-10-23,SGE-1819/7263,12.0,0.0,3489.31,SGE-1819,Customer 137,MH,PUNE,2018,10,23,2018-10,Tuesday
2018-10-24,SGE-1819/7316,504.0,353.69,97776.0,SGE-1819,Customer 7,GA,GOA,2018,10,24,2018-10,Wednesday
2018-10-24,SGE-1819/7274,12.0,5.94,3143.52,SGE-1819,Customer 102,WB,KOLKATA,2018,10,24,2018-10,Wednesday
2018-10-24,SGE-1819/7307,1008.0,715.47,197568.0,SGE-1819,Customer 24,GJ,BHARUCH,2018,10,24,2018-10,Wednesday
2018-10-24,SGE-1819/7315,48.0,37.08,12574.08,SGE-1819,Customer 29,AP,VIJAYWADA,2018,10,24,2018-10,Wednesday
2018-10-27,SGE-1819/7441,20.0,7.17,5077.2,SGE-1819,Customer 87,KA,BELGAUM,2018,10,27,2018-10,Saturday
2018-10-29,DD-1819/530,18.0,0.0,2822.58,DD-1819,Customer 101,MH,RAIGAD,2018,10,29,2018-10,Monday
2018-10-31,DD-1819/535,10.0,78.0,1568.2,DD-1819,Customer 51,GJ,VADODARA,2018,10,31,2018-10,Wednesday
2018-11-06,SGE-1819/2405,24.0,11.21,6287.04,SGE-1819,Customer 23,AP,KAKINADA,2018,11,06,2018-11,Tuesday
2018-11-06,SGE-1819/2386,504.0,361.69,97776.0,SGE-1819,Customer 22,GJ,VADODARA,2018,11,06,2018-11,Tuesday
2018-11-06,SGE-1819/2372,1008.0,712.08,189504.0,SGE-1819,Customer 21,GJ,BHARUCH,2018,11,06,2018-11,Tuesday
2018-11-06,SGE-1819/2373,504.0,361.69,97776.0,SGE-1819,Customer 19,PB,JALANDHAR CITY,2018,11,06,2018-11,Tuesday
2018-11-06,SGE-1819/2387,500.0,357.76,94000.0,SGE-1819,Customer 13,GJ,VAPI,2018,11,06,2018-11,Tuesday
2018-11-06,SGE-1819/2361,504.0,366.69,97776.0,SGE-1819,Customer 20,GJ,AHMEDABAD,2018,11,06,2018-11,Tuesday
2018-11-07,DD-1819/280,50.0,0.0,7840.5,DD-1819,Customer 71,MH,MUMBAI,2018,11,07,2018-11,Wednesday
2018-11-07,DD-1819/280,70.0,0.0,10976.7,DD-1819,Customer 71,MH,MUMBAI,2018,11,07,2018-11,Wednesday
2018-11-09,SGE-1819/5706,12.0,6.32,3143.52,SGE-1819,Customer 88,CT,BILASPUR,2018,11,09,2018-11,Friday
2018-11-10,SGE-1819/6841,20.0,7.17,5077.2,SGE-1819,Customer 87,KA,BELGAUM,2018,11,10,2018-11,Saturday
2018-11-10,SGE-1819/6797,192.0,132.49,41589.6,SGE-1819,Customer 66,GJ,JAMNAGAR,2018,11,10,2018-11,Saturday
2018-11-12,SGE-1819/8687,6.0,2.68,1571.76,SGE-1819,Customer 23,AP,KAKINADA,2018,11,12,2018-11,Monday
2018-11-12,SGE-1819/8697,6.0,2.5,1427.68,SGE-1819,Customer 53,PB,LUDHIANA,2018,11,12,2018-11,Monday
2018-11-13,SGE-1819/7827,12.0,0.0,3838.2,SGE-1819,Customer 69,CH,CHANDIGARH,2018,11,13,2018-11,Tuesday
2018-11-15,SGE-1819/7920,120.0,101.68,30463.2,SGE-1819,Customer 87,KA,BELGAUM,2018,11,15,2018-11,Thursday
2018-11-15,SGE-1819/7918,1008.0,760.23,192528.0,SGE-1819,Customer 42,MH,RAIGAD,2018,11,15,2018-11,Thursday
2018-11-16,SGE-1819/7940,144.0,144.07,34264.37,SGE-1819,Customer 53,PB,LUDHIANA,2018,11,16,2018-11,Friday
2018-11-16,SGE-1819/7961,1008.0,757.28,193536.0,SGE-1819,Customer 4,RJ,JAIPUR,2018,11,16,2018-11,Friday
2018-11-17,SGE-1819/7992,1008.0,764.42,196560.0,SGE-1819,Customer 12,MH,NASHIK,2018,11,17,2018-11,Saturday
2018-11-19,SGE-1819/8028,504.0,250.75,97776.0,SGE-1819,Customer 11,WB,KOLKATTA,2018,11,19,2018-11,Monday
2018-11-20,SGE-1819/8097,504.0,401.69,97776.0,SGE-1819,Customer 64,TS,SECUNDRABAD,2018,11,20,2018-11,Tuesday
2018-11-20,SGE-1819/8074,180.0,0.0,25848.0,SGE-1819,Customer 110,HR,GURGAON,2018,11,20,2018-11,Tuesday
2018-11-22,DD-1819/561,18.0,0.0,2822.58,DD-1819,Customer 101,MH,RAIGAD,2018,11,22,2018-11,Thursday
2018-11-22,DD-1819/561,482.0,0.0,75582.42,DD-1819,Customer 101,MH,RAIGAD,2018,11,22,2018-11,Thursday
2018-11-22,SGE-1819/8178,504.0,299.27,97776.0,SGE-1819,Customer 145,GJ,VAPI,2018,11,22,2018-11,Thursday
2018-11-23,SGE-1819/8210,30.0,14.32,7989.78,SGE-1819,Customer 48,UP,SONEBHANDRA,2018,11,23,2018-11,Friday
2018-11-24,DD-1819/565,36.0,0.0,5645.16,DD-1819,Customer 25,GJ,JAMNAGAR,2018,11,24,2018-11,Saturday
2018-11-24,DD-1819/565,100.0,0.0,15681.0,DD-1819,Customer 25,GJ,JAMNAGAR,2018,11,24,2018-11,Saturday
2018-11-24,DD-1819/565,1982.0,0.0,310797.42,DD-1819,Customer 25,GJ,JAMNAGAR,2018,11,24,2018-11,Saturday
2018-11-24,DD-1819/565,18.0,0.0,2822.58,DD-1819,Customer 25,GJ,JAMNAGAR,2018,11,24,2018-11,Saturday
2018-11-24,SGE-1819/8257,15.0,0.0,3929.4,SGE-1819,Customer 141,CT,RAIPUR,2018,11,24,2018-11,Saturday
2018-11-24,DD-1819/565,54.0,0.0,8467.74,DD-1819,Customer 25,GJ,JAMNAGAR,2018,11,24,2018-11,Saturday
2018-11-28,DD-1819/566,18.0,0.0,2822.58,DD-1819,Customer 1,GJ,JAMNAGAR,2018,11,28,2018-11,Wednesday
2018-11-28,DD-1819/566,82.0,0.0,12858.42,DD-1819,Customer 1,GJ,JAMNAGAR,2018,11,28,2018-11,Wednesday
2018-11-29,DD-1819/571,18.0,0.0,2822.58,DD-1819,Customer 130,DN,SILVASSA,2018,11,29,2018-11,Thursday
2018-11-29,DD-1819/571,491.0,0.0,76993.71,DD-1819,Customer 130,DN,SILVASSA,2018,11,29,2018-11,Thursday
2018-11-30,SGE-1819/8408,312.0,285.0,81731.52,SGE-1819,Customer 40,TS,HYDERABAD,2018,11,30,2018-11,Friday
2018-11-30,SGE-1819/8445,96.0,78.36,15728.83,SGE-1819,Customer 57,GJ,AHMEDABAD,2018,11,30,2018-11,Friday
2018-11-30,DD-1819/573,250.0,0.0,39205.0,DD-1819,Customer 25,GJ,JAMNAGAR,2018,11,30,2018-11,Friday
2018-11-30,SGE-1819/8444,12.0,0.0,3489.31,SGE-1819,Customer 96,KA,BANGALORE,2018,11,30,2018-11,Friday
2018-11-30,DD-1819/578,30.0,0.0,4704.6,DD-1819,Customer 65,GJ,VADODARA,2018,11,30,2018-11,Friday
2018-12-06,SGE-1819/2441,1008.0,717.08,189504.0,SGE-1819,Customer 24,GJ,BHARUCH,2018,12,06,2018-12,Thursday
2018-12-11,SGE-1819/7798,50.0,0.0,12693.0,SGE-1819,Customer 144,BH,BEGUSARAI,2018,12,11,2018-12,Tuesday
2018-12-11,SGE-1819/7789,80.0,66.12,20308.8,SGE-1819,Customer 143,KA,GULBARGA,2018,12,11,2018-12,Tuesday
2018-12-11,SGE-1819/7791,80.0,42.02,20956.8,SGE-1819,Customer 143,KA,GULBARGA,2018,12,11,2018-12,Tuesday
2018-12-13,SGE-1819/8789,20.0,8.08,5239.2,SGE-1819,Customer 88,CT,BILASPUR,2018,12,13,2018-12,Thursday
2018-12-13,SGE-1819/8787,19.0,12.81,5524.74,SGE-1819,Customer 35,MH,PUNE,2018,12,13,2018-12,Thursday
2018-12-13,SGE-1819/8782,500.0,330.0,100000.0,SGE-1819,Customer 141,CT,RAIPUR,2018,12,13,2018-12,Thursday
2018-12-15,SGE-1819/8834,24.0,17.26,4800.0,SGE-1819,Customer 114,KA,KALABURAGI,2018,12,15,2018-12,Saturday
2018-12-17,SGE-1819/8859,30.0,20.0,6000.0,SGE-1819,Customer 49,CT,BILASPUR,2018,12,17,2018-12,Monday
2018-12-17,SGE-1819/8857,504.0,426.69,97776.0,SGE-1819,Customer 22,GJ,VADODARA,2018,12,17,2018-12,Monday
2018-12-17,SGE-1819/8858,60.0,55.8,15193.68,SGE-1819,Customer 146,WB,HOWRAH,2018,12,17,2018-12,Monday
2018-12-18,SGE-1819/8909,12.0,0.0,3489.31,SGE-1819,Customer 96,KA,BANGALORE,2018,12,18,2018-12,Tuesday
2018-12-18,SGE-1819/8913,24.0,13.27,6287.04,SGE-1819,Customer 151,UP,KANPUR,2018,12,18,2018-12,Tuesday
2018-12-19,SGE-1819/8951,48.0,39.98,9600.0,SGE-1819,Customer 45,JH,JAMSHEDPUR,2018,12,19,2018-12,Wednesday
2018-12-20,DD-1819/600,18.0,0.0,2822.58,DD-1819,Customer 129,MH,PATALGANGA,2018,12,20,2018-12,Thursday
2018-12-20,DD-1819/600,42.0,0.0,6586.02,DD-1819,Customer 129,MH,PATALGANGA,2018,12,20,2018-12,Thursday
2018-12-20,SGE-1819/8998,504.0,426.69,97776.0,SGE-1819,Customer 94,MH,MULUND,2018,12,20,2018-12,Thursday
2018-12-20,SGE-1819/8990,1008.0,859.66,201600.0,SGE-1819,Customer 4,RJ,JAIPUR,2018,12,20,2018-12,Thursday
2018-12-20,SGE-1819/8989,24.0,15.0,5972.69,SGE-1819,Customer 55,TS,GODAVARIKHANI,2018,12,20,2018-12,Thursday
2018-12-21,SGE-1819/9041,12.0,0.0,3489.31,SGE-1819,Customer 96,KA,BANGALORE,2018,12,21,2018-12,Friday
2018-12-26,SGE-1819/9111,12.0,5.48,2855.36,SGE-1819,Customer 53,PB,LUDHIANA,2018,12,26,2018-12,Wednesday
2018-12-26,DD-1819/606,482.0,0.0,75582.42,DD-1819,Customer 101,MH,RAIGAD,2018,12,26,2018-12,Wednesday
2018-12-26,DD-1819/606,10.0,0.0,1568.1,DD-1819,Customer 101,MH,RAIGAD,2018,12,26,2018-12,Wednesday
2018-12-26,DD-1819/606,18.0,0.0,2822.58,DD-1819,Customer 101,MH,RAIGAD,2018,12,26,2018-12,Wednesday
2018-12-27,SGE-1819/9150,1008.0,860.47,197568.0,SGE-1819,Customer 74,GJ,GANDHIDHAM,2018,12,27,2018-12,Thursday
2018-12-27,SGE-1819/9151,120.0,107.45,31435.2,SGE-1819,Customer 99,PB,LUDHIANA,2018,12,27,2018-12,Thursday
2018-12-27,SGE-1819/9149,5.0,2.42,1269.3,SGE-1819,Customer 87,KA,BELGAUM,2018,12,27,2018-12,Thursday
2018-12-28,SGE-1819/9216,504.0,434.83,100800.0,SGE-1819,Customer 52,MH,MUMBAI,2018,12,28,2018-12,Friday
2018-12-30,DD-1819/620,500.0,0.0,78410.0,DD-1819,Customer 1,GJ,JAMNAGAR,2018,12,30,2018-12,Sunday
2018-12-30,SGE-1819/9288,504.0,434.83,100800.0,SGE-1819,Customer 16,MP,BHOPAL,2018,12,30,2018-12,Sunday
2018-12-31,DD-1819/623,18.0,0.0,2822.58,DD-1819,Customer 46,GJ,BHARUCH,2018,12,31,2018-12,Monday
2018-12-31,DD-1819/623,7.0,0.0,1097.67,DD-1819,Customer 46,GJ,BHARUCH,2018,12,31,2018-12,Monday
2018-12-31,SGE-1819/9309,50.0,38.73,12883.4,SGE-1819,Customer 144,BH,BEGUSARAI,2018,12,31,2018-12,Monday
2018-12-31,SGE-1819/9357,240.0,175.78,48000.0,SGE-1819,Customer 114,KA,KALABURAGI,2018,12,31,2018-12,Monday
2019-01-15,SGE-1819/9750,504.0,434.83,100800.0,SGE-1819,Customer 64,TS,SECUNDRABAD,2019,01,15,2019-01,Tuesday
2019-01-15,SGE-1819/9751,1008.0,865.47,197568.0,SGE-1819,Customer 154,GJ,AHMEDABAD,2019,01,15,2019-01,Tuesday
2019-01-15,SGE-1819/9739,504.0,434.83,100800.0,SGE-1819,Customer 47,GJ,KUTCH,2019,01,15,2019-01,Tuesday
2019-01-18,DD-1819/646,80.0,0.0,12545.6,DD-1819,Customer 156,GJ,JAMNAGAR,2019,01,18,2019-01,Friday
2019-01-18,SGE-1819/9868,504.0,434.83,100800.0,SGE-1819,Customer 62,MH,NAGPUR,2019,01,18,2019-01,Friday
2019-01-18,SGE-1819/9863,48.0,25.35,11421.46,SGE-1819,Customer 53,PB,LUDHIANA,2019,01,18,2019-01,Friday
2019-01-19,SGE-1819/9872,1008.0,860.47,197568.0,SGE-1819,Customer 24,GJ,BHARUCH,2019,01,19,2019-01,Saturday
2019-01-22,DD-1819/651,204.0,0.0,31989.24,DD-1819,Customer 65,GJ,VADODARA,2019,01,22,2019-01,Tuesday
2019-01-22,DD-1819/650,18.0,0.0,2822.58,DD-1819,Customer 1,GJ,JAMNAGAR,2019,01,22,2019-01,Tuesday
2019-01-22,SGE-1819/9940,6.0,2.26,1414.58,SGE-1819,Customer 126,CT,RAIGARH,2019,01,22,2019-01,Tuesday
2019-01-22,SGE-1819/9961,110.0,86.81,28815.6,SGE-1819,Customer 121,GJ,SURAT,2019,01,22,2019-01,Tuesday
2019-01-22,DD-1819/650,2.0,0.0,313.62,DD-1819,Customer 1,GJ,JAMNAGAR,2019,01,22,2019-01,Tuesday
2019-01-23,DD-1819/655,36.0,0.0,5645.16,DD-1819,Customer 46,GJ,BHARUCH,2019,01,23,2019-01,Wednesday
2019-01-24,DD-1819/658,482.0,0.0,75582.42,DD-1819,Customer 25,GJ,JAMNAGAR,2019,01,24,2019-01,Thursday
2019-01-24,DD-1819/658,18.0,0.0,2822.58,DD-1819,Customer 25,GJ,JAMNAGAR,2019,01,24,2019-01,Thursday
2019-01-30,SGE-1819/10218,8.0,5.82,2095.68,SGE-1819,Customer 23,AP,KAKINADA,2019,01,30,2019-01,Wednesday
2019-01-31,DD-1819/685,14.0,0.0,2195.34,DD-1819,Customer 46,GJ,BHARUCH,2019,01,31,2019-01,Thursday
2019-01-31,SGE-1819/10231,60.0,34.76,15717.6,SGE-1819,Customer 48,UP,SONEBHANDRA,2019,01,31,2019-01,Thursday
2019-02-14,SGE-1819/10659,144.0,100.06,34264.37,SGE-1819,Customer 53,PB,LUDHIANA,2019,02,14,2019-02,Thursday
2019-02-14,SGE-1819/10673,144.0,187.45,34264.37,SGE-1819,Customer 53,PB,LUDHIANA,2019,02,14,2019-02,Thursday
2019-02-16,SGE-1819/10735,24.0,13.6,6287.04,SGE-1819,Customer 162,DL,NEW DELHI,2019,02,16,2019-02,Saturday
2019-02-16,SGE-1819/10719,504.0,429.83,100800.0,SGE-1819,Customer 161,PB,JALANDHAR CITY,2019,02,16,2019-02,Saturday
2019-02-18,SGE-1819/10738,1008.0,860.47,197568.0,SGE-1819,Customer 24,GJ,BHARUCH,2019,02,18,2019-02,Monday
2019-02-18,DD-1819/702,480.0,0.0,75268.8,DD-1819,Customer 65,GJ,VADODARA,2019,02,18,2019-02,Monday
2019-02-18,DD-1819/702,150.0,0.0,23523.0,DD-1819,Customer 65,GJ,VADODARA,2019,02,18,2019-02,Monday
2019-02-18,DD-1819/702,50.0,0.0,7841.0,DD-1819,Customer 65,GJ,VADODARA,2019,02,18,2019-02,Monday
2019-02-18,DD-1819/702,10.0,0.0,1568.2,DD-1819,Customer 65,GJ,VADODARA,2019,02,18,2019-02,Monday
2019-02-18,DD-1819/703,12.0,0.0,1881.72,DD-1819,Customer 163,GJ,BHARUCH,2019,02,18,2019-02,Monday
2019-02-18,SGE-1819/10737,504.0,429.83,100800.0,SGE-1819,Customer 4,RJ,JAIPUR,2019,02,18,2019-02,Monday
2019-02-18,SGE-1819/10752,700.0,344.55,115909.5,SGE-1819,Customer 5,HR,GURGAON,2019,02,18,2019-02,Monday
2019-02-18,DD-1819/702,10.0,0.0,1568.1,DD-1819,Customer 65,GJ,VADODARA,2019,02,18,2019-02,Monday
2019-02-19,SGE-1819/10819,504.0,427.74,98784.0,SGE-1819,Customer 22,GJ,VADODARA,2019,02,19,2019-02,Tuesday
2019-02-19,SGE-1819/10811,704.0,276.59,137984.0,SGE-1819,Customer 128,MH,NAGPUR,2019,02,19,2019-02,Tuesday
2019-02-19,SGE-1819/10825,492.0,349.6,128884.32,SGE-1819,Customer 114,KA,KALABURAGI,2019,02,19,2019-02,Tuesday
2019-02-20,SGE-1819/10867,36.0,30.59,9430.56,SGE-1819,Customer 55,TS,GODAVARIKHANI,2019,02,20,2019-02,Wednesday
2019-02-21,SGE-1819/10901,23.0,0.0,6687.84,SGE-1819,Customer 96,KA,BANGALORE,2019,02,21,2019-02,Thursday
2019-02-21,SGE-1819/10903,6.0,0.0,1744.65,SGE-1819,Customer 137,MH,PUNE,2019,02,21,2019-02,Thursday
2019-02-21,SGE-1819/10918,120.0,44.49,19870.2,SGE-1819,Customer 5,HR,GURGAON,2019,02,21,2019-02,Thursday
2019-02-25,SGE-1819/11014,12.0,7.17,3489.31,SGE-1819,Customer 35,MH,PUNE,2019,02,25,2019-02,Monday
2019-02-25,SGE-1819/11013,15.0,0.0,4361.63,SGE-1819,Customer 96,KA,BANGALORE,2019,02,25,2019-02,Monday
2019-02-27,SGE-1819/11132,48.0,44.08,12574.08,SGE-1819,Customer 131,WB,MURSHEDABAD,2019,02,27,2019-02,Wednesday
2019-02-27,SGE-1819/11133,504.0,432.83,100800.0,SGE-1819,Customer 16,MP,BHOPAL,2019,02,27,2019-02,Wednesday
2019-02-27,SGE-1819/11129,140.0,128.14,36674.4,SGE-1819,Customer 80,CT,RAIPUR,2019,02,27,2019-02,Wednesday
2019-02-28,SGE-1819/11233,24.0,15.0,6601.39,SGE-1819,Customer 88,CT,BILASPUR,2019,02,28,2019-02,Thursday
2019-03-01,SGE-1819/9449,1008.0,860.47,197568.0,SGE-1819,Customer 21,GJ,BHARUCH,2019,03,01,2019-03,Friday
2019-03-01,SGE-1819/9424,35.0,24.75,11467.46,SGE-1819,Customer 77,JH,JAMSHEDPUR,2019,03,01,2019-03,Friday
2019-03-13,SGE-1819/11528,15.0,8.33,4361.63,SGE-1819,Customer 166,OR,BARBIL,2019,03,13,2019-03,Wednesday
2019-03-14,SGE-1819/11571,2.0,0.0,576.31,SGE-1819,Customer 167,GJ,SURAT,2019,03,14,2019-03,Thursday
2019-03-14,SGE-1819/11557,1008.0,795.47,197568.0,SGE-1819,Customer 12,MH,NASHIK,2019,03,14,2019-03,Thursday
2019-03-16,SGE-1819/11634,1008.0,795.47,197568.0,SGE-1819,Customer 42,MH,RAIGAD,2019,03,16,2019-03,Saturday
2019-03-18,SGE-1819/11674,504.0,396.69,97776.0,SGE-1819,Customer 120,GA,GOA,2019,03,18,2019-03,Monday
2019-03-19,DD-1819/759,15.0,0.0,2415.6,DD-1819,Customer 65,GJ,VADODARA,2019,03,19,2019-03,Tuesday
2019-03-19,SGE-1819/11714,84.0,66.41,22004.64,SGE-1819,Customer 55,TS,GODAVARIKHANI,2019,03,19,2019-03,Tuesday
2019-03-20,SGE-1819/11724,504.0,397.74,98784.0,SGE-1819,Customer 4,RJ,JAIPUR,2019,03,20,2019-03,Wednesday
2019-03-20,SGE-1819/11725,528.0,390.43,103488.0,SGE-1819,Customer 4,RJ,JAIPUR,2019,03,20,2019-03,Wednesday
2019-03-20,SGE-1819/11742,240.0,138.02,39740.4,SGE-1819,Customer 5,HR,GURGAON,2019,03,20,2019-03,Wednesday
2019-03-22,SGE-1819/11788,504.0,295.0,100800.0,SGE-1819,Customer 11,WB,KOLKATTA,2019,03,22,2019-03,Friday
2019-03-23,SGE-1819/11838,100.0,55.1,27942.4,SGE-1819,Customer 48,UP,SONEBHANDRA,2019,03,23,2019-03,Saturday
2019-03-26,SGE-1819/11914,24.0,14.26,6287.04,SGE-1819,Customer 68,AP,Pendurthy,2019,03,26,2019-03,Tuesday
2019-03-27,SGE-1819/11940,8.0,0.0,2095.68,SGE-1819,Customer 44,AP,VISAKHAPATNAM,2019,03,27,2019-03,Wednesday
2019-03-28,DD-1819/775,240.0,0.0,37634.4,DD-1819,Customer 30,GJ,AHMEDABAD,2019,03,28,2019-03,Thursday
2019-03-28,DD-1819/773,90.0,0.0,15300.0,DD-1819,Customer 129,MH,PATALGANGA,2019,03,28,2019-03,Thursday
2019-03-28,DD-1819/773,10.0,0.0,1700.0,DD-1819,Customer 129,MH,PATALGANGA,2019,03,28,2019-03,Thursday
